state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
NC,Cabarrus County,37025,county,2020-03-26,Shelter in Place,start,Cabarrus County Policy Start,wikidata,
MI,Keweenaw,26083,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 8 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
NY,Richmond,36085,county,2020-06-08,New Phase,start,"Policy_Details: Construction Agriculture, Forestry, Fishing and Hunting Retail - (Limited to curbside or in-store pickup or drop off) Manufacturing Wholesale Trade Phase Level: 1, Phase Details Source information: https://forward.ny.gov/phase-one-industries",sip_submission_form: https://forward.ny.gov/phase-one-industries,
MN,,,state,2020-03-28,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NM,,,state,2020-03-16,Childcare (K-12),start,Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate,BU COVID-19 State Policy Database,
HI,Honolulu County,15003,county,2020-03-23,Shelter in Place,start,Honolulu County Policy Start,wikidata,
TX,Nolan County,48353,county,2020-04-02,Shelter in Place,start,Nolan County Policy Start,wikidata,
PA,,,state,2020-03-17,Day Care,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NE,Cuming,31039,county,2020-03-29,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Pecos County,48371,county,2020-04-02,Shelter in Place,start,Pecos County Policy Start,wikidata,
PA,Wayne,42127,county,2020-06-12,Phase 2,start,"Policy_Details: Wayne County moves to green phase  Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/,
PA,Northumberland,42097,county,2020-06-12,Phase 2,start,"Policy_Details: Northumberland County moves to green phase  Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/,
MD,,,state,2020-03-16,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MI,Dickinson,26043,county,2020-07-31,Entertainment,start,"Policy_Details: Region 8 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
ND,Traill,38097,county,2020-09-03,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo) & Retail
- Operate under heightened hygiene and cleaning standards.
- Monitor employees for symptoms.
- Resume to normal capacity of foodservice operations while continuing to follow new protocols.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NE,Franklin,31061,county,2020-03-31,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
ND,Billings,38007,county,2020-09-03,Phase 5,start,"Policy_Details: - Most normal activity can resume, with standard precautions and awareness of health
guidelines such as routine hand washing, stay home when sick, cover your cough, education, stockpiling, planning, routine health alerts, etc. 
- Monitoring for illness and outbreaks will continue. 
- Those found to be ill will be asked to self-isolate and contacts will be asked to remain at home.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NH,Hillsborough,33011,county,2020-06-15,Food and Drink,start,Policy_Details: restaurants open for indoor seated dining at 50% occupancy capacity    Source information: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,sip_submission_form: https://www.governor.nh.gov/sites/g/files/ehbemt336/files/files/inline-documents/emergency-order-52-b_0.pdf,
IL,,,state,2020-05-11,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
FL,Orange County,12095,county,2020-03-26,Shelter in Place,start,Orange County Policy Start,wikidata,
TX,Mason,48319,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
WA,,,state,2020-06-26,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
MO,Stoddard County,29207,county,2020-04-03,Shelter in Place,start,Stoddard County Policy Start,wikidata,
MO,Webster County,29225,county,2020-03-26,Shelter in Place,start,Webster County Policy Start,wikidata,
CO,Douglas County,08035,county,2020-03-26,Shelter in Place,start,Douglas County Policy Start,wikidata,
NJ,,,state,2020-04-13,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
AK,,,state,2020-03-16,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
IN,,,state,2020-03-24,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
FL,,,state,2020-03-20,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MS,Washington,28151,county,2020-07-13,Day Care,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MI,Presque Isle,26141,county,2020-07-31,Entertainment,start,"Policy_Details: Region 6 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
NY,Kings,36047,county,2020-06-08,Manufacturing,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://forward.ny.gov/phase-one-industries",sip_submission_form: https://forward.ny.gov/phase-one-industries,
PA,Monroe County,42089,county,2020-03-23,Shelter in Place,start,Monroe County Policy Start,wikidata,
OH,Cuyahoga,39035,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: counties continuing at Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions 
   Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
IA,Story,19169,county,2020-08-27,Food and Drink,start,"Policy_Details: All bars, taverns, wineries, breweries, distilleries, night clubs to close.   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery",sip_submission_form: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery,
IN,Cass,18017,county,2020-06-01,Phase 3,start,"Policy_Details: phase 3 begins in Cass County  Phase Level: 3, Phase Details Source information: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage3.pdf",sip_submission_form: https://backontrack.in.gov/files/BackOnTrack-IN_WhatsOpen-Closed-stage3.pdf,5
MS,Hinds,28049,county,2020-07-13,Outdoor and Recreation,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
Gatherings limited to 10 indoors (with social distancing of 6 feet, or with face coverings required when 6 feet is not possible) and 20 outdoors (with social distancing 6 feet, or with face coverings required when 6 ft is not possible).  
Face Coverings required both indoors and outdoors when 6 ft distance not possible when attending public events such as outdoor sports complexes and arenas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
ID,Bear Lake,16007,county,2020-06-13,Phase 4,start,Policy_Details: Business and Government agencies resume activities at physical locations. Gatherings of any size allowed but physical distancing and sanitation requirements of individuals and businesses. Visits to senior living facilities and congregate facilities allowed.    Source information: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/,sip_submission_form: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/,4
OR,,,state,2020-03-13,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
OR,,,state,2020-05-01,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TX,Webb County,48479,county,2020-03-28,Shelter in Place,start,Webb County Policy Start,wikidata,
KS,Douglas County,20045,county,2020-03-24,Shelter in Place,start,Douglas County Policy Start,wikidata,
MI,Presque Isle,26141,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 6 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
IA,,,state,2020-03-26,Allow Audio Only Telehealth,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
IA,,,state,2020-03-27,Order Freezing Utility Shut Offs,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
IA,,,state,2020-03-17,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NY,Bronx,36005,county,2020-06-08,Construction,start,"Policy_Details: Construction
Agriculture, Forestry, Fishing and Hunting
Retail - (Limited to curbside or in-store pickup or drop off)
Manufacturing
Wholesale Trade Phase Level: 1, Phase Details Source information: https://coronavirus.health.ny.gov/home",sip_submission_form: https://coronavirus.health.ny.gov/home,
CA,Placer County,06061,county,2020-03-20,Shelter in Place,start,Placer County Policy Start,wikidata,
RI,,,state,2020-03-16,Day Care,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MI,Menominee,26109,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 8 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
VT,,,state,2020-08-01,Mandate Face Mask Use By All Individuals In Public Spaces,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
CA,Sutter County,06101,county,2020-03-18,Shelter in Place,start,Sutter County Policy Start,wikidata,
MO,McDonald County,29119,county,2020-04-06,Shelter in Place,start,McDonald County Policy Start,wikidata,
MS,Washington,28151,county,2020-07-13,Non-Essential Businesses,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TN,,,state,2020-04-02,Shelter in Place,start,"Stay at home, effective at 11:59 p.m. CDT, March 31 until April 14. Order went into effect by law April 2. Extended April 13 to end of month",manual,
NE,,,state,2020-04-02,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
UT,Piute,49031,county,2020-06-19,Phase 4,start,"Policy_Details: Piute County moves to Phase 4, or the green phase, on June 19 Phase Level: 4, Phase Details Source information: https://coronavirus.utah.gov/governor-issues-executive-order-moving-sections-of-rural-utah-to-green-health-risk-status/",sip_submission_form: https://coronavirus.utah.gov/governor-issues-executive-order-moving-sections-of-rural-utah-to-green-health-risk-status/,
KY,,,state,2020-03-26,Shelter in Place,start,State Policy Start,manual,
KY,,,state,2020-03-18,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Smith County,48423,county,2020-03-27,Shelter in Place,start,Smith County Policy Start,wikidata,
MS,Claiborne,28021,county,2020-07-13,Childcare (K-12),start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
IL,,,state,2020-03-21,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NV,,,state,2020-03-16,Childcare (K-12),start,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TX,Llano County,48299,county,2020-03-30,Shelter in Place,start,Llano County Policy Start,wikidata,
RI,,,state,2020-03-17,Food and Drink,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
WY,,,state,2020-03-19,Day Care,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MI,,,state,2020-03-24,Day Care,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
CO,,,state,2020-04-30,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
TX,Potter County,48375,county,2020-03-30,Shelter in Place,start,Potter County Policy Start,wikidata,
OH,Pickaway,39129,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: counties continuing at Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions 
   Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
MI,Mackinac,26097,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 8 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
TX,Val Verde County,48465,county,2020-03-23,Shelter in Place,start,Val Verde County Policy Start,wikidata,
PA,Adams,42001,county,2020-06-12,Phase 2,start,"Policy_Details: Adams County moves to green phase 
 Phase Level: 2, Phase Details Source information: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/",sip_submission_form: https://www.governor.pa.gov/newsroom/reopening-phase-orders-updated-to-include-12-additional-counties-moving-to-green-on-june-12/,
MO,Jackson,29095,county,2020-05-11,Food and Drink,start,"Policy_Details: Open 25/10% capacity Phase Level: 1, Phase Details Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
OR,,,state,2020-03-17,Food and Drink,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TX,Johnson County,48251,county,2020-03-27,Shelter in Place,start,Johnson County Policy Start,wikidata,
ND,Benson,38005,county,2020-09-03,Food and Drink,start,"Policy_Details: - Curbside pickup, takeout, and delivery options preferable.
- Dine-in service limited to 50% of normal seating capacity with extreme caution.
- Pre-screen and monitor employees for symptoms.
- No more than 10 people per table.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
WV,,,state,2020-03-19,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NH,,,state,2020-03-23,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
VT,,,state,2020-03-25,Non-Essential Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
TN,,,state,2020-03-23,Gyms,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MT,,,state,2020-03-30,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
NE,Garden,31069,county,2020-03-30,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
KS,Johnson County,20091,county,2020-03-24,Shelter in Place,start,Johnson County Policy Start,wikidata,
KY,,,state,2020-03-18,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
VT,,,state,2020-03-18,Day Care,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
FL,Sumter County,12119,county,2020-03-31,Shelter in Place,start,Sumter County Policy Start,wikidata,
TX,Panola County,48365,county,2020-04-01,Shelter in Place,start,Panola County Policy Start,wikidata,
GA,Decatur County,13087,county,2020-03-25,Shelter in Place,start,Decatur County Policy Start,wikidata,
ND,Grand Forks,38035,county,2020-09-03,Food and Drink,start,"Policy_Details: - Curbside pickup, takeout, and delivery options preferable.
- Dine-in service limited to 50% of normal seating capacity with extreme caution.
- Pre-screen and monitor employees for symptoms.
- No more than 10 people per table.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NE,Wheeler,31183,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
CO,Arapahoe County,08005,county,2020-03-26,Shelter in Place,start,Arapahoe County Policy Start,wikidata,
NE,Thurston,31173,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MI,,,state,2020-03-21,Suspended Elective Medical Dental Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
AR,,,state,2020-03-17,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Brewster County,48043,county,2020-03-31,Shelter in Place,start,Brewster County Policy Start,wikidata,
TX,Sterling,48431,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ME,Sagadahoc,23023,county,2020-07-08,Mask Requirement,start,"Policy_Details: face coverings mandatory in retail stores over 50,000 sq. ft., eating establishments, bars, tasting rooms, and lodging accommodations   Source information: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf",sip_submission_form: https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/An%20Order%20Strengthening%20the%20Use%20of%20Face%20Coverings.pdf,
VA,,,state,2020-03-19,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ME,Penobscot,23019,county,2020-06-01,Non-Essential Businesses,start,"Policy_Details: retail in Penobscot County permitted to voluntarily reopen for indoor shopping  Phase Level: 2, Phase Details Source information: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27",sip_submission_form: https://www.maine.gov/governor/mills/news/mills-administration-announces-update-restarting-maines-economy-plan-2020-05-27,3
TX,Eastland,48133,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
ID,Adams,16003,county,2020-06-13,Food and Drink,start,"Policy_Details: Physical distancing with table spacing and occupancy limit. Employ disinfection measures like cleaning high contact surfaces, no pre set tableware, and cleaning delivery vehicles. Monitor employ health. Maximize options that allow takeout and delivery. Establish hours for high risk patrons. Increase ventilation in restaurant setting.   Source information: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf",sip_submission_form: https://rebound.idaho.gov/wp-content/uploads/stage4-protocols-restaurants.pdf,4
NE,Banner,31007,county,2020-03-30,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
MS,,,state,2020-05-07,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
KS,Atchison County,20005,county,2020-03-25,Shelter in Place,start,Atchison County Policy Start,wikidata,
OH,Defiance,39039,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: counties upgraded to Red Alert Level 3 must limit gatherings of any number, consider necessary travel only, and decrease in-person interactions    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
DE,Sussex,10005,county,2020-07-03,Food and Drink,start,"Policy_Details: Taprooms, brewpubs, and restaurants may not permit patrons to sit/stand at bar but may open bar to prepare drinks to be brought to diners seated at tables  Phase Level: 2, Phase Details Source information: https://governor.delaware.gov/health-soe/twenty-third-state-of-emergency/",sip_submission_form: https://governor.delaware.gov/health-soe/twenty-third-state-of-emergency/,
MO,Osage County,29151,county,2020-04-03,Shelter in Place,start,Osage County Policy Start,wikidata,
TX,Gray County,48179,county,2020-04-02,Shelter in Place,start,Gray County Policy Start,wikidata,
KY,,,state,2020-03-25,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,,,state,2020-04-03,Shelter in Place,start,State Policy Start,wikidata,
MS,Wayne,28153,county,2020-07-13,Childcare (K-12),start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
GA,Fulton,13121,county,2020-04-01,Personal Care,start,Policy_Details: Source provides information on both the Fulton County stay at home order that started on April 1 and the Georgia stay at home order. Both are now expired. Fulton county is aligned with Georgia for reopening.   Source information: https://www.fultoncountyga.gov/covid-19,sip_submission_form: https://www.fultoncountyga.gov/covid-19,
